# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	49
6	7
16	17
20	21
26	27
36	37
40	41
42	43
44	45
46	47
48	49
52	53
56	57
58	59
60	61
62	63
64	65
68	69
70	71
72	73
76	77
78	79
80	81
84	85
86	87
88	89
90	91
92	93
96	97
100	101
110	111
112	113
120	121
124	125
126	127
132	133
140	141
144	145
148	149
154	155
162	163
164	165
166	167
168	169
170	171
174	175
178	179
186	187
188	189
196	197
