# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	47
2	3
12	13
16	17
20	21
30	31
34	35
40	41
42	43
46	47
48	49
52	53
54	55
56	57
60	61
68	69
70	71
72	73
74	75
76	77
78	79
80	81
84	85
86	87
90	91
92	93
94	95
96	97
102	103
106	107
108	109
112	113
114	115
116	117
122	123
124	125
128	129
138	139
142	143
148	149
150	151
154	155
162	163
164	165
170	171
174	175
194	195
198	199
