scope	source	unit_id	stage	record_key	path	declared_sha256	observed_sha256	declared_size_bytes	observed_size_bytes	status
analysis_bundle	gamma_smc		analysis_completion	analysis_completion	focused_selection_EAS_sim/results/analysis/analysis_completion.json	2f2afb29dadf1d58fa9441260998cdcdddaa322fdd46f9df47fe2282ad16cd54	2f2afb29dadf1d58fa9441260998cdcdddaa322fdd46f9df47fe2282ad16cd54	38217	38217	verified
analysis_bundle	gamma_smc		analysis_output	cell_comparisons	focused_selection_EAS_sim/results/analysis/cell_roc_auc.tsv	fc432f308ece2482383780c7cae16215f194013857abfdc16f23f4dd95f47e4a	fc432f308ece2482383780c7cae16215f194013857abfdc16f23f4dd95f47e4a	507534	507534	verified
analysis_bundle	gamma_smc		analysis_output	conditional_power	focused_selection_EAS_sim/results/analysis/conditional_power_summary.tsv	3e86c9c7eaae26867890921588471b2370a45ea52a9cab1df6f9f9afc72ad0bb	3e86c9c7eaae26867890921588471b2370a45ea52a9cab1df6f9f9afc72ad0bb	354167	354167	verified
analysis_bundle	gamma_smc		analysis_output	empirical_pvalues	focused_selection_EAS_sim/results/analysis/empirical_pvalues.tsv	ad3f62aba3298d7b2a043ad675e9e259761132b3236cb04d808b12b6f11a2fa0	ad3f62aba3298d7b2a043ad675e9e259761132b3236cb04d808b12b6f11a2fa0	1145	1145	verified
analysis_bundle	gamma_smc		analysis_output	empirical_template	focused_selection_EAS_sim/results/analysis/empirical_input_template.tsv	a467e2a240459f94c909bde854931223036780e76417ea763885e124c538b70e	a467e2a240459f94c909bde854931223036780e76417ea763885e124c538b70e	283522	283522	verified
analysis_bundle	gamma_smc		analysis_output	figure_00_probability_curves_ancient_eurasia_han_introgression_s0p005_png	focused_selection_EAS_sim/results/analysis/figures/probability_curves_ancient_eurasia_han_introgression_s0p005.png	2578aec515575e61a1d0b65bf8ebd61b0e0d305bdeaf4dbdfc25339798b6fd06	2578aec515575e61a1d0b65bf8ebd61b0e0d305bdeaf4dbdfc25339798b6fd06	518210	518210	verified
analysis_bundle	gamma_smc		analysis_output	figure_01_probability_curves_ancient_eurasia_han_introgression_s0p005_pdf	focused_selection_EAS_sim/results/analysis/figures/probability_curves_ancient_eurasia_han_introgression_s0p005.pdf	c3001f2228aff99f33cf37cf535c64191635c4eab2bc9c0632d05d8d9beaae08	c3001f2228aff99f33cf37cf535c64191635c4eab2bc9c0632d05d8d9beaae08	22430	22430	verified
analysis_bundle	gamma_smc		analysis_output	figure_02_probability_curves_ancient_eurasia_han_introgression_s0p01_png	focused_selection_EAS_sim/results/analysis/figures/probability_curves_ancient_eurasia_han_introgression_s0p01.png	7e3569a1153452e5ef93f1abcffa4cb2fb33a15e26956cdf01b7e5406cd0d281	7e3569a1153452e5ef93f1abcffa4cb2fb33a15e26956cdf01b7e5406cd0d281	512385	512385	verified
analysis_bundle	gamma_smc		analysis_output	figure_03_probability_curves_ancient_eurasia_han_introgression_s0p01_pdf	focused_selection_EAS_sim/results/analysis/figures/probability_curves_ancient_eurasia_han_introgression_s0p01.pdf	18619f7e42fea8b9cb30de009bb63727b3edf97d6446e1c41622541bf16edefd	18619f7e42fea8b9cb30de009bb63727b3edf97d6446e1c41622541bf16edefd	22402	22402	verified
analysis_bundle	gamma_smc		analysis_output	figure_04_probability_curves_eas_phlash_median_s0p005_png	focused_selection_EAS_sim/results/analysis/figures/probability_curves_eas_phlash_median_s0p005.png	237856a1344d6956be86c3096f4a09be03e330317d1346156e258fd311f29b62	237856a1344d6956be86c3096f4a09be03e330317d1346156e258fd311f29b62	577365	577365	verified
analysis_bundle	gamma_smc		analysis_output	figure_05_probability_curves_eas_phlash_median_s0p005_pdf	focused_selection_EAS_sim/results/analysis/figures/probability_curves_eas_phlash_median_s0p005.pdf	038ad5a284f2c434845def3079cfd1b5b87de158836f33f3fa39334a6aa051eb	038ad5a284f2c434845def3079cfd1b5b87de158836f33f3fa39334a6aa051eb	22476	22476	verified
analysis_bundle	gamma_smc		analysis_output	figure_06_probability_curves_eas_phlash_median_s0p01_png	focused_selection_EAS_sim/results/analysis/figures/probability_curves_eas_phlash_median_s0p01.png	f1cbfdad26cb87880de2bc3164ccb2bb4dc2471873a4fa35ae1c638e720e2f58	f1cbfdad26cb87880de2bc3164ccb2bb4dc2471873a4fa35ae1c638e720e2f58	586353	586353	verified
analysis_bundle	gamma_smc		analysis_output	figure_07_probability_curves_eas_phlash_median_s0p01_pdf	focused_selection_EAS_sim/results/analysis/figures/probability_curves_eas_phlash_median_s0p01.pdf	eb7660c4357a210a26fcfc73100089d2b7d57ba6577e2c12b040d71ec2de903d	eb7660c4357a210a26fcfc73100089d2b7d57ba6577e2c12b040d71ec2de903d	22044	22044	verified
analysis_bundle	gamma_smc		analysis_output	figure_08_spatial_probability_ancient_eurasia_han_introgression_s0p005_t1000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t1000.png	030ca0bf29dd2bb0b2dbb4c7e4912239303300fc7c6348b8ac805a069154d4b0	030ca0bf29dd2bb0b2dbb4c7e4912239303300fc7c6348b8ac805a069154d4b0	735658	735658	verified
analysis_bundle	gamma_smc		analysis_output	figure_09_spatial_probability_ancient_eurasia_han_introgression_s0p005_t1000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t1000.pdf	233becc1e1639b8c276299ae68389af0fdcaa312201d646f43907eaa4bc746c5	233becc1e1639b8c276299ae68389af0fdcaa312201d646f43907eaa4bc746c5	556189	556189	verified
analysis_bundle	gamma_smc		analysis_output	figure_10_spatial_probability_ancient_eurasia_han_introgression_s0p005_t4500_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t4500.png	d08458cf469537d1c2afb1c3d8dd6863bb181cafd9c8b5f13989a436e8121d63	d08458cf469537d1c2afb1c3d8dd6863bb181cafd9c8b5f13989a436e8121d63	806412	806412	verified
analysis_bundle	gamma_smc		analysis_output	figure_11_spatial_probability_ancient_eurasia_han_introgression_s0p005_t4500_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t4500.pdf	c9ce993fed77415e933664eca3d995914b4cb787e556785bf06df8ad290b0ab8	c9ce993fed77415e933664eca3d995914b4cb787e556785bf06df8ad290b0ab8	576044	576044	verified
analysis_bundle	gamma_smc		analysis_output	figure_12_spatial_probability_ancient_eurasia_han_introgression_s0p005_t10000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t10000.png	6df405ae016e36735da8de3b7f9416f785a6f9a21a808625739ea9e2ae8ef42e	6df405ae016e36735da8de3b7f9416f785a6f9a21a808625739ea9e2ae8ef42e	833531	833531	verified
analysis_bundle	gamma_smc		analysis_output	figure_13_spatial_probability_ancient_eurasia_han_introgression_s0p005_t10000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t10000.pdf	57477a81188b9677a631adbe804ca2e7d9fc67a5244546f80febb9f98cbf64f7	57477a81188b9677a631adbe804ca2e7d9fc67a5244546f80febb9f98cbf64f7	583756	583756	verified
analysis_bundle	gamma_smc		analysis_output	figure_14_spatial_probability_ancient_eurasia_han_introgression_s0p005_t20000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t20000.png	c9e154dbb6c30af4f18e4b7b161bfa9b3e2b69b1c441b5edf78964f1cc5c8023	c9e154dbb6c30af4f18e4b7b161bfa9b3e2b69b1c441b5edf78964f1cc5c8023	842012	842012	verified
analysis_bundle	gamma_smc		analysis_output	figure_15_spatial_probability_ancient_eurasia_han_introgression_s0p005_t20000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t20000.pdf	d2c5cf85ad7442b8560e6f28e6ab52a6fbca37f514bd7f561f9260cb6fb95ab1	d2c5cf85ad7442b8560e6f28e6ab52a6fbca37f514bd7f561f9260cb6fb95ab1	588054	588054	verified
analysis_bundle	gamma_smc		analysis_output	figure_16_spatial_probability_ancient_eurasia_han_introgression_s0p005_t30000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t30000.png	c06f97e2ff76dbd24030bde347c4ed85a67864b6622e1a4a4773bbe4f2315444	c06f97e2ff76dbd24030bde347c4ed85a67864b6622e1a4a4773bbe4f2315444	842928	842928	verified
analysis_bundle	gamma_smc		analysis_output	figure_17_spatial_probability_ancient_eurasia_han_introgression_s0p005_t30000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t30000.pdf	d96705c430ff73cc62d4c4d44ee02d64e3e336911e15a93869cdd01688c1fc6f	d96705c430ff73cc62d4c4d44ee02d64e3e336911e15a93869cdd01688c1fc6f	590962	590962	verified
analysis_bundle	gamma_smc		analysis_output	figure_18_spatial_probability_ancient_eurasia_han_introgression_s0p005_t40000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t40000.png	9fe6cfcf9c52600c8e75914e73c3178140d7653d9ac37f94f08fc5142eca92f0	9fe6cfcf9c52600c8e75914e73c3178140d7653d9ac37f94f08fc5142eca92f0	860200	860200	verified
analysis_bundle	gamma_smc		analysis_output	figure_19_spatial_probability_ancient_eurasia_han_introgression_s0p005_t40000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t40000.pdf	733ec577d9a54592153b2354e0dba9904cf88c07d31dc8564ccf90a96c604af0	733ec577d9a54592153b2354e0dba9904cf88c07d31dc8564ccf90a96c604af0	594099	594099	verified
