unit_id	demography	demography_id	model_id	simulation_class	selection_coefficient	seed	generation_time_years	present_ne	final_population_af	sample_alt_count	sample_af	ms_path	ms_sha256	source_completion_path	source_completion_sha256	conditioning	birth_generation	allele_age_years	eas_selected_log_importance_weight	eas_global_effective_sample_size	eas_global_weight_sum_over_max	eas_global_max_normalized_weight	eas_time_reversal_is_approximation	eas_source_particle_id	eas_draw_occurrence	eas_particle_multiplicity	han_candidate_id	han_candidate_order	han_candidate_source_kind	han_generation_645_chb_af	decode_full_sample_alt_count	decode_pair_panel_alt_count	decode_focal_count_status
eas_neutral_exact_population_af_reverse_bridge_r000	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083600	25	37637	0.19533969232404283	44	0.22	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r000/simulation.ms	17cd56279877c3ea59569005da53b87c4277ffe5fef9145ec8fadb3683790775	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r000/completion.json	60e4bafb6f30e453bd0de4962972aea0a7e7681b682ce2073dcbbabf52820c20	exact_present_population_count_global_importance_bank	26329	658225	2.6375534974770343	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4646324	0	1		-1			44	23	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r001	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083601	25	37637	0.19533969232404283	33	0.16500000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r001/simulation.ms	b4ba5a5fefddff72da5224ca05c28720783f54a76148d16d9e06f775fa52754b	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r001/completion.json	f2dcd6b154e3975b933c90da4f6224bfb56e2528659e96e61b1ef5bbcd667ae9	exact_present_population_count_global_importance_bank	16257	406425	0.11968489830639584	98188.934011960591	482.59209571484041	0.0020721433460669267	True	2682489	1	1		-1			33	15	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r002	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083602	25	37637	0.19533969232404283	46	0.23000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r002/simulation.ms	57914e1b4bc91250c38ca46b7ab82c8265cc28c9425fd98a588605f215c1d8a7	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r002/completion.json	138331357385dcd886a7494b4152520a017f5b19fd7c2d324b8b991bae5745ca	exact_present_population_count_global_importance_bank	87138	2178450	3.1522002472332389	98188.934011960591	482.59209571484041	0.0020721433460669267	True	3789555	2	1		-1			46	24	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r003	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083603	25	37637	0.19533969232404283	35	0.17499999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r003/simulation.ms	dc12d0822181bf8af2f099fae5d3f1f121f3542b781eef9df830df01f900490c	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r003/completion.json	2c1b1f021770f3780c60989c2a74cbd6a055554bcee457c1b431dec5f8aafc78	exact_present_population_count_global_importance_bank	5073	126825	1.8965254880907221	98188.934011960591	482.59209571484041	0.0020721433460669267	True	5945222	3	1		-1			35	17	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r004	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083604	25	37637	0.19533969232404283	0	0	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r004/simulation.ms	b2240c1bf95c2a94912b9389a280e984d8247f198755f2e8f980c2418f9702cb	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r004/completion.json	2a4f146d61d5aadf6d87146b81fa200a9fa7b2f9392898845205677624c677cd	exact_present_population_count_global_importance_bank	9477	236925	4.7090126624550148	98188.934011960591	482.59209571484041	0.0020721433460669267	True	490680	4	1		-1			-1	-1	ambiguous_exact_coordinate_collision
eas_neutral_exact_population_af_reverse_bridge_r005	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083605	25	37637	0.19533969232404283	42	0.20999999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r005/simulation.ms	f0567546b16a5eba2c710e6f60a934e2ffe5cc625d7a642b04823a84d654670d	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r005/completion.json	c9089424c751c7037b89d665c736968dbeaf2572bdb7e42146116e5551b16987	exact_present_population_count_global_importance_bank	11480	287000	4.862942751326564	98188.934011960591	482.59209571484041	0.0020721433460669267	True	956916	5	1		-1			42	21	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r006	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083606	25	37637	0.19533969232404283	40	0.20000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r006/simulation.ms	5004cafb753c8a3e6d3d5026d34efbdff08d1fb2655aa01907c7b9045b7378a9	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r006/completion.json	f9b1a3a6dcba2cf339b3cbc3fa9d8b06cc056631ba324226ca8988093a7ff760	exact_present_population_count_global_importance_bank	21057	526425	3.0420460227910624	98188.934011960591	482.59209571484041	0.0020721433460669267	True	5414492	6	1		-1			40	20	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r007	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083607	25	37637	0.19533969232404283	38	0.19	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r007/simulation.ms	74ada558bc31d7115d83ba643012b9f0f22241e08bfbf64a2477f8bb34f3289f	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r007/completion.json	76bcf496a61305c925efb4b54d4ce90b4a35e723fe205ef084d8ce1094a5e1b0	exact_present_population_count_global_importance_bank	3871	96775	4.8505468262682268	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8740116	7	1		-1			38	19	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r008	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083608	25	37637	0.19533969232404283	34	0.17000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r008/simulation.ms	c8f30626dfc4b9d9f4574d5a12167ea6e0406db2ee8fdeac9b202137b4ab84f3	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r008/completion.json	f86b3bf23d501716d0e9d43a26dbb02553d76d5586a3bac673328b04ad2fd4d9	exact_present_population_count_global_importance_bank	13196	329900	3.2516338182782132	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8787092	8	1		-1			34	16	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r009	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083609	25	37637	0.19533969232404283	36	0.17999999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r009/simulation.ms	97a73dd087a449062d4050cb39866c17bb0372de694c0a475c3aeeb33adc02a1	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r009/completion.json	4699420b8b11da339196f7b77a28d2c98d81d2711870058ca7f70090e3c18dcc	exact_present_population_count_global_importance_bank	5700	142500	2.4926845051014421	98188.934011960591	482.59209571484041	0.0020721433460669267	True	2211433	9	1		-1			36	17	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r010	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083610	25	37637	0.19533969232404283	28	0.14000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r010/simulation.ms	ab00d2f1b53db70bdacf9560ce2caedc3aba51707f3c9018530a8c05164aacee	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r010/completion.json	07d546ceac9c0406bae1b8d6dfd825dc2ae40eaed942e2796e5321ee31530910	exact_present_population_count_global_importance_bank	15256	381400	4.8252010015385878	98188.934011960591	482.59209571484041	0.0020721433460669267	True	2862677	10	1		-1			28	12	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r011	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083611	25	37637	0.19533969232404283	41	0.20499999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r011/simulation.ms	b65c1076d1559d74b08f34ee2e01d0d5762fbda0e655cc15ce5a2403554e13ea	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r011/completion.json	7d5ac325757012b0a6801cfb3b10cc33afdf9604e0e37c0e0fe7e6a8676b78ac	exact_present_population_count_global_importance_bank	7035	175875	1.9489808278599714	98188.934011960591	482.59209571484041	0.0020721433460669267	True	7269939	11	1		-1			41	20	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r012	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083612	25	37637	0.19533969232404283	41	0.20499999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r012/simulation.ms	ba9269ce3f044379ec308e5144d94f4e902a80fa4af7edd5edecf1e0291d0006	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r012/completion.json	1c75e98ba214d8afa36331f4d7181d99c717a3d3dd80ac59e49c780ff548f50e	exact_present_population_count_global_importance_bank	17528	438200	1.5443990014885465	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4810159	12	1		-1			41	20	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r013	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083613	25	37637	0.19533969232404283	40	0.20000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r013/simulation.ms	5a0635a8c0cea74b62346e4a351c535b807cf7dce43bfe0dd7c492ad4a188b37	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r013/completion.json	08b046395b6caa56d2e49f535c07e6cfd4dd456e26cc658be97cadddf5ea71eb	exact_present_population_count_global_importance_bank	11020	275500	2.2502232238068522	98188.934011960591	482.59209571484041	0.0020721433460669267	True	5274247	13	1		-1			40	20	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r014	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083614	25	37637	0.19533969232404283	38	0.19	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r014/simulation.ms	2ccfd8c68f8e7404f0086ab31fd6386f3db5f6357a2d4c8d58db674e436248e5	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r014/completion.json	a52917e628270d638310d4b9fe310da028ab7df4fa81bbcab9f39bd6a87aefcd	exact_present_population_count_global_importance_bank	27750	693750	2.8817622774210161	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1714625	14	1		-1			38	19	unique_exact_focal_site
