# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	52
8	9
10	11
12	13
14	15
22	23
26	27
28	29
30	31
34	35
36	37
42	43
44	45
52	53
54	55
58	59
62	63
64	65
68	69
74	75
76	77
78	79
80	81
82	83
84	85
86	87
88	89
94	95
100	101
102	103
110	111
118	119
124	125
128	129
130	131
132	133
138	139
142	143
144	145
146	147
148	149
152	153
156	157
158	159
160	161
166	167
174	175
184	185
186	187
192	193
194	195
196	197
198	199
