arm_id	mode	unit_id	replicate_index	seed	status	elapsed_seconds	decoded	error
chb_from_introgression	neutral	chb_from_introgression__neutral__rep000	0	31260822	completed	26.013986854999985	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep001	1	31260823	completed	26.869857494999906	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep002	2	31260824	completed	25.903444262999983	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep003	3	31260825	completed	27.993521729000122	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep004	4	31260826	completed	25.937434230999997	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep005	5	31260827	completed	26.879658170999846	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep006	6	31260828	completed	28.477718392000043	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep007	7	31260829	completed	26.489141407000034	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep008	8	31260830	completed	26.15736541000001	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep009	9	31260831	completed	26.74030786000003	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep010	10	31260832	completed	25.71794081400003	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep011	11	31260833	completed	26.509620672999972	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep012	12	31260834	completed	26.666562144999943	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep013	13	31260835	completed	25.85889895499986	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep014	14	31260836	completed	26.60501905199999	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep015	15	31260837	completed	25.100809170000048	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep016	16	31260838	completed	25.06527092500005	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep017	17	31260839	completed	27.58397999900012	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep018	18	31260840	completed	25.697873225999956	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep019	19	31260841	completed	26.584570534000022	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep020	20	31260842	completed	26.282267545000195	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep021	21	31260843	completed	26.289224341999898	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep022	22	31260844	completed	26.064136278999968	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep023	23	31260845	completed	25.354184800999974	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep024	24	31260846	completed	25.443087778000063	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep025	25	31260847	completed	25.68995053399999	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep026	26	31260848	completed	26.41268755400006	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep027	27	31260849	completed	27.611941586000057	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep028	28	31260850	completed	25.766183091999892	True	
chb_from_introgression	neutral	chb_from_introgression__neutral__rep029	29	31260851	completed	27.025987887999918	True	
