seed	position	introgression_frequency	n_hom_introgressed	threshold_years	p_hom_introgressed	p_unconditional
20260990	4475000.0	0.595	31	10000.0	0.0	0.0
20260990	4475000.0	0.595	31	20000.0	0.12903225806451613	0.04
20260990	4475000.0	0.595	31	30000.0	0.3548387096774194	0.14
20260990	4475000.0	0.595	31	50000.0	1.0	0.35
20260990	4475000.0	0.595	31	100000.0	1.0	0.41
20260990	4525000.0	0.705	47	10000.0	0.0	0.0
20260990	4525000.0	0.705	47	20000.0	0.02127659574468085	0.02
20260990	4525000.0	0.705	47	30000.0	0.19148936170212766	0.13
20260990	4525000.0	0.705	47	50000.0	1.0	0.51
20260990	4525000.0	0.705	47	100000.0	1.0	0.51
20260990	4575000.0	0.68	41	10000.0	0.0	0.0
20260990	4575000.0	0.68	41	20000.0	0.04878048780487805	0.02
20260990	4575000.0	0.68	41	30000.0	0.17073170731707318	0.11
20260990	4575000.0	0.68	41	50000.0	0.926829268292683	0.42
20260990	4575000.0	0.68	41	100000.0	0.926829268292683	0.42
20260990	4625000.0	0.815	66	10000.0	0.0	0.0
20260990	4625000.0	0.815	66	20000.0	0.0	0.0
20260990	4625000.0	0.815	66	30000.0	0.06060606060606061	0.05
20260990	4625000.0	0.815	66	50000.0	0.9393939393939394	0.63
20260990	4625000.0	0.815	66	100000.0	0.9393939393939394	0.64
20260990	4675000.0	0.63	36	10000.0	0.0	0.0
20260990	4675000.0	0.63	36	20000.0	0.027777777777777776	0.02
20260990	4675000.0	0.63	36	30000.0	0.19444444444444445	0.08
20260990	4675000.0	0.63	36	50000.0	0.9722222222222222	0.36
20260990	4675000.0	0.63	36	100000.0	0.9722222222222222	0.36
20260990	4725000.0	0.625	39	10000.0	0.0	0.0
20260990	4725000.0	0.625	39	20000.0	0.02564102564102564	0.02
20260990	4725000.0	0.625	39	30000.0	0.28205128205128205	0.12
20260990	4725000.0	0.625	39	50000.0	1.0	0.4
20260990	4725000.0	0.625	39	100000.0	1.0	0.4
20260990	4775000.0	0.645	38	10000.0	0.0	0.0
20260990	4775000.0	0.645	38	20000.0	0.02631578947368421	0.02
20260990	4775000.0	0.645	38	30000.0	0.18421052631578946	0.08
20260990	4775000.0	0.645	38	50000.0	0.9210526315789473	0.37
20260990	4775000.0	0.645	38	100000.0	1.0	0.4
20260990	7425000.0	0.265	5	10000.0	0.0	0.0
20260990	7425000.0	0.265	5	20000.0	0.0	0.02
20260990	7425000.0	0.265	5	30000.0	0.2	0.05
20260990	7425000.0	0.265	5	50000.0	1.0	0.17
20260990	7425000.0	0.265	5	100000.0	1.0	0.19
20260990	7475000.0	0.305	8	10000.0	0.0	0.0
20260990	7475000.0	0.305	8	20000.0	0.0	0.01
20260990	7475000.0	0.305	8	30000.0	0.125	0.04
20260990	7475000.0	0.305	8	50000.0	0.625	0.14
20260990	7475000.0	0.305	8	100000.0	1.0	0.22
20260995	3575000.0	0.22	6	10000.0	0.0	0.0
20260995	3575000.0	0.22	6	20000.0	0.0	0.0
20260995	3575000.0	0.22	6	30000.0	0.0	0.07
20260995	3575000.0	0.22	6	50000.0	1.0	0.4
20260995	3575000.0	0.22	6	100000.0	1.0	0.4
20260996	2125000.0	0.385	15	10000.0	0.0	0.0
20260996	2125000.0	0.385	15	20000.0	0.0	0.01
20260996	2125000.0	0.385	15	30000.0	0.06666666666666667	0.05
20260996	2125000.0	0.385	15	50000.0	1.0	0.21
20260996	2125000.0	0.385	15	100000.0	1.0	0.21
20260998	975000.0	0.64	43	10000.0	0.0	0.0
20260998	975000.0	0.64	43	20000.0	0.0	0.01
20260998	975000.0	0.64	43	30000.0	0.023255813953488372	0.04
20260998	975000.0	0.64	43	50000.0	0.9534883720930233	0.51
20260998	975000.0	0.64	43	100000.0	0.9534883720930233	0.51
20260998	1025000.0	0.71	51	10000.0	0.0	0.0
20260998	1025000.0	0.71	51	20000.0	0.0196078431372549	0.01
20260998	1025000.0	0.71	51	30000.0	0.058823529411764705	0.05
20260998	1025000.0	0.71	51	50000.0	0.9411764705882353	0.57
20260998	1025000.0	0.71	51	100000.0	0.9411764705882353	0.57
20260998	1075000.0	0.76	57	10000.0	0.0	0.0
20260998	1075000.0	0.76	57	20000.0	0.017543859649122806	0.01
20260998	1075000.0	0.76	57	30000.0	0.03508771929824561	0.04
20260998	1075000.0	0.76	57	50000.0	0.9473684210526315	0.59
20260998	1075000.0	0.76	57	100000.0	1.0	0.62
20260998	1125000.0	0.77	61	10000.0	0.0	0.0
20260998	1125000.0	0.77	61	20000.0	0.01639344262295082	0.01
20260998	1125000.0	0.77	61	30000.0	0.08196721311475409	0.05
20260998	1125000.0	0.77	61	50000.0	0.9344262295081968	0.64
20260998	1125000.0	0.77	61	100000.0	0.9344262295081968	0.64
20260998	1175000.0	0.86	75	10000.0	0.0	0.0
20260998	1175000.0	0.86	75	20000.0	0.013333333333333334	0.01
20260998	1175000.0	0.86	75	30000.0	0.08	0.06
20260998	1175000.0	0.86	75	50000.0	0.9466666666666667	0.73
20260998	1175000.0	0.86	75	100000.0	0.9466666666666667	0.73
20260998	1225000.0	0.875	76	10000.0	0.0	0.0
20260998	1225000.0	0.875	76	20000.0	0.013157894736842105	0.01
20260998	1225000.0	0.875	76	30000.0	0.07894736842105263	0.06
20260998	1225000.0	0.875	76	50000.0	0.9868421052631579	0.76
20260998	1225000.0	0.875	76	100000.0	0.9868421052631579	0.76
20260998	1275000.0	0.74	56	10000.0	0.0	0.0
20260998	1275000.0	0.74	56	20000.0	0.03571428571428571	0.02
20260998	1275000.0	0.74	56	30000.0	0.125	0.09
20260998	1275000.0	0.74	56	50000.0	1.0	0.59
20260998	1275000.0	0.74	56	100000.0	1.0	0.59
20260998	1325000.0	0.87	77	10000.0	0.0	0.0
20260998	1325000.0	0.87	77	20000.0	0.012987012987012988	0.01
20260998	1325000.0	0.87	77	30000.0	0.11688311688311688	0.09
20260998	1325000.0	0.87	77	50000.0	1.0	0.79
20260998	1325000.0	0.87	77	100000.0	1.0	0.79
20260998	1375000.0	0.83	71	10000.0	0.0	0.0
20260998	1375000.0	0.83	71	20000.0	0.014084507042253521	0.02
20260998	1375000.0	0.83	71	30000.0	0.09859154929577464	0.08
20260998	1375000.0	0.83	71	50000.0	1.0	0.74
20260998	1375000.0	0.83	71	100000.0	1.0	0.74
20260998	1425000.0	0.76	58	10000.0	0.0	0.0
20260998	1425000.0	0.76	58	20000.0	0.034482758620689655	0.03
20260998	1425000.0	0.76	58	30000.0	0.1724137931034483	0.12
20260998	1425000.0	0.76	58	50000.0	1.0	0.61
20260998	1425000.0	0.76	58	100000.0	1.0	0.61
20260998	1475000.0	0.8	65	10000.0	0.0	0.0
20260998	1475000.0	0.8	65	20000.0	0.015384615384615385	0.01
20260998	1475000.0	0.8	65	30000.0	0.09230769230769231	0.07
20260998	1475000.0	0.8	65	50000.0	1.0	0.66
20260998	1475000.0	0.8	65	100000.0	1.0	0.66
20260998	1525000.0	0.75	58	10000.0	0.0	0.0
20260998	1525000.0	0.75	58	20000.0	0.0	0.01
20260998	1525000.0	0.75	58	30000.0	0.06896551724137931	0.08
20260998	1525000.0	0.75	58	50000.0	0.9655172413793104	0.61
20260998	1525000.0	0.75	58	100000.0	0.9655172413793104	0.61
20261007	5625000.0	0.2	5	10000.0	0.2	0.01
20261007	5625000.0	0.2	5	20000.0	0.2	0.04
20261007	5625000.0	0.2	5	30000.0	1.0	0.1
20261007	5625000.0	0.2	5	50000.0	1.0	0.14
20261007	5625000.0	0.2	5	100000.0	1.0	0.19
20261007	6125000.0	0.22	5	10000.0	0.0	0.0
20261007	6125000.0	0.22	5	20000.0	0.2	0.04
20261007	6125000.0	0.22	5	30000.0	1.0	0.09
20261007	6125000.0	0.22	5	50000.0	1.0	0.22
20261007	6125000.0	0.22	5	100000.0	1.0	0.28
20261007	9625000.0	0.31	11	10000.0	0.0	0.01
20261007	9625000.0	0.31	11	20000.0	0.09090909090909091	0.03
20261007	9625000.0	0.31	11	30000.0	0.36363636363636365	0.1
20261007	9625000.0	0.31	11	50000.0	0.9090909090909091	0.3
20261007	9625000.0	0.31	11	100000.0	0.9090909090909091	0.3
20261007	9675000.0	0.38	12	10000.0	0.0	0.0
20261007	9675000.0	0.38	12	20000.0	0.08333333333333333	0.02
20261007	9675000.0	0.38	12	30000.0	0.25	0.07
20261007	9675000.0	0.38	12	50000.0	0.9166666666666666	0.26
20261007	9675000.0	0.38	12	100000.0	0.9166666666666666	0.27
20261010	7025000.0	0.26	7	10000.0	0.0	0.0
20261010	7025000.0	0.26	7	20000.0	0.0	0.01
20261010	7025000.0	0.26	7	30000.0	0.14285714285714285	0.04
20261010	7025000.0	0.26	7	50000.0	1.0	0.23
20261010	7025000.0	0.26	7	100000.0	1.0	0.23
20261014	5625000.0	0.365	13	10000.0	0.0	0.0
20261014	5625000.0	0.365	13	20000.0	0.07692307692307693	0.02
20261014	5625000.0	0.365	13	30000.0	0.3076923076923077	0.09
20261014	5625000.0	0.365	13	50000.0	1.0	0.3
20261014	5625000.0	0.365	13	100000.0	1.0	0.31
20261014	5675000.0	0.255	8	10000.0	0.0	0.0
20261014	5675000.0	0.255	8	20000.0	0.0	0.01
20261014	5675000.0	0.255	8	30000.0	0.125	0.07
20261014	5675000.0	0.255	8	50000.0	0.625	0.32
20261014	5675000.0	0.255	8	100000.0	1.0	0.37
20261014	5725000.0	0.24	7	10000.0	0.0	0.0
20261014	5725000.0	0.24	7	20000.0	0.0	0.0
20261014	5725000.0	0.24	7	30000.0	0.0	0.06
20261014	5725000.0	0.24	7	50000.0	1.0	0.32
20261014	5725000.0	0.24	7	100000.0	1.0	0.42
20261014	5775000.0	0.26	7	10000.0	0.0	0.0
20261014	5775000.0	0.26	7	20000.0	0.0	0.0
20261014	5775000.0	0.26	7	30000.0	0.0	0.04
20261014	5775000.0	0.26	7	50000.0	1.0	0.25
20261014	5775000.0	0.26	7	100000.0	1.0	0.29
20261020	4725000.0	0.195	5	10000.0	0.0	0.0
20261020	4725000.0	0.195	5	20000.0	0.0	0.01
20261020	4725000.0	0.195	5	30000.0	1.0	0.08
20261020	4725000.0	0.195	5	50000.0	1.0	0.21
20261020	4725000.0	0.195	5	100000.0	1.0	0.23
20261021	3175000.0	0.65	47	10000.0	0.02127659574468085	0.02
20261021	3175000.0	0.65	47	20000.0	0.02127659574468085	0.02
20261021	3175000.0	0.65	47	30000.0	0.10638297872340426	0.06
20261021	3175000.0	0.65	47	50000.0	0.5319148936170213	0.29
20261021	3175000.0	0.65	47	100000.0	0.8297872340425532	0.45
20261021	3225000.0	0.34	14	10000.0	0.0	0.02
20261021	3225000.0	0.34	14	20000.0	0.0	0.03
20261021	3225000.0	0.34	14	30000.0	0.0	0.08
20261021	3225000.0	0.34	14	50000.0	0.21428571428571427	0.22
20261021	3225000.0	0.34	14	100000.0	0.5714285714285714	0.28
20261021	3275000.0	0.255	7	10000.0	0.0	0.02
20261021	3275000.0	0.255	7	20000.0	0.0	0.03
20261021	3275000.0	0.255	7	30000.0	0.14285714285714285	0.08
20261021	3275000.0	0.255	7	50000.0	1.0	0.32
20261021	3275000.0	0.255	7	100000.0	1.0	0.32
20261021	3325000.0	0.355	13	10000.0	0.07692307692307693	0.01
20261021	3325000.0	0.355	13	20000.0	0.07692307692307693	0.01
20261021	3325000.0	0.355	13	30000.0	0.46153846153846156	0.08
20261021	3325000.0	0.355	13	50000.0	0.8461538461538461	0.33
20261021	3325000.0	0.355	13	100000.0	1.0	0.37
20261021	3375000.0	0.355	14	10000.0	0.0	0.01
20261021	3375000.0	0.355	14	20000.0	0.0	0.01
20261021	3375000.0	0.355	14	30000.0	0.21428571428571427	0.07
20261021	3375000.0	0.355	14	50000.0	0.8571428571428571	0.42
20261021	3375000.0	0.355	14	100000.0	1.0	0.45
20261021	3425000.0	0.41	15	10000.0	0.0	0.0
20261021	3425000.0	0.41	15	20000.0	0.06666666666666667	0.01
20261021	3425000.0	0.41	15	30000.0	0.3333333333333333	0.08
20261021	3425000.0	0.41	15	50000.0	1.0	0.31
20261021	3425000.0	0.41	15	100000.0	1.0	0.35
20261022	8875000.0	0.52	28	10000.0	0.0	0.0
20261022	8875000.0	0.52	28	20000.0	0.0	0.02
20261022	8875000.0	0.52	28	30000.0	0.21428571428571427	0.08
20261022	8875000.0	0.52	28	50000.0	1.0	0.38
20261022	8875000.0	0.52	28	100000.0	1.0	0.38
20261022	9475000.0	0.435	18	10000.0	0.0	0.0
20261022	9475000.0	0.435	18	20000.0	0.05555555555555555	0.02
20261022	9475000.0	0.435	18	30000.0	0.16666666666666666	0.07
20261022	9475000.0	0.435	18	50000.0	1.0	0.26
20261022	9475000.0	0.435	18	100000.0	1.0	0.3
20261025	7875000.0	0.19	6	10000.0	0.0	0.0
20261025	7875000.0	0.19	6	20000.0	0.16666666666666666	0.04
20261025	7875000.0	0.19	6	30000.0	1.0	0.12
20261025	7875000.0	0.19	6	50000.0	1.0	0.18
20261025	7875000.0	0.19	6	100000.0	1.0	0.24
20261025	9875000.0	0.235	6	10000.0	0.0	0.0
20261025	9875000.0	0.235	6	20000.0	0.16666666666666666	0.01
20261025	9875000.0	0.235	6	30000.0	0.6666666666666666	0.07
20261025	9875000.0	0.235	6	50000.0	1.0	0.14
20261025	9875000.0	0.235	6	100000.0	1.0	0.41
20261025	9925000.0	0.215	5	10000.0	0.0	0.01
20261025	9925000.0	0.215	5	20000.0	0.4	0.04
20261025	9925000.0	0.215	5	30000.0	0.8	0.08
20261025	9925000.0	0.215	5	50000.0	1.0	0.18
20261025	9925000.0	0.215	5	100000.0	1.0	0.62
20261032	4825000.0	0.465	20	10000.0	0.0	0.01
20261032	4825000.0	0.465	20	20000.0	0.15	0.05
20261032	4825000.0	0.465	20	30000.0	0.3	0.08
20261032	4825000.0	0.465	20	50000.0	1.0	0.27
20261032	4825000.0	0.465	20	100000.0	1.0	0.27
20261032	5025000.0	0.29	7	10000.0	0.0	0.0
20261032	5025000.0	0.29	7	20000.0	0.14285714285714285	0.02
20261032	5025000.0	0.29	7	30000.0	0.2857142857142857	0.03
20261032	5025000.0	0.29	7	50000.0	1.0	0.33
20261032	5025000.0	0.29	7	100000.0	1.0	0.42
20261032	6125000.0	0.265	7	10000.0	0.14285714285714285	0.02
20261032	6125000.0	0.265	7	20000.0	0.2857142857142857	0.05
20261032	6125000.0	0.265	7	30000.0	0.5714285714285714	0.12
20261032	6125000.0	0.265	7	50000.0	1.0	0.32
20261032	6125000.0	0.265	7	100000.0	1.0	0.39
20261032	7675000.0	0.29	8	10000.0	0.125	0.01
20261032	7675000.0	0.29	8	20000.0	0.125	0.02
20261032	7675000.0	0.29	8	30000.0	0.375	0.06
20261032	7675000.0	0.29	8	50000.0	1.0	0.26
20261032	7675000.0	0.29	8	100000.0	1.0	0.39
20261032	7725000.0	0.32	7	10000.0	0.0	0.01
20261032	7725000.0	0.32	7	20000.0	0.0	0.02
20261032	7725000.0	0.32	7	30000.0	0.8571428571428571	0.13
20261032	7725000.0	0.32	7	50000.0	1.0	0.29
20261032	7725000.0	0.32	7	100000.0	1.0	0.42
20261040	7325000.0	0.16	5	10000.0	0.0	0.0
20261040	7325000.0	0.16	5	20000.0	0.4	0.02
20261040	7325000.0	0.16	5	30000.0	0.8	0.12
20261040	7325000.0	0.16	5	50000.0	0.8	0.27
20261040	7325000.0	0.16	5	100000.0	0.8	0.28
20261045	7375000.0	0.18	6	10000.0	0.0	0.0
20261045	7375000.0	0.18	6	20000.0	0.0	0.04
20261045	7375000.0	0.18	6	30000.0	0.16666666666666666	0.11
20261045	7375000.0	0.18	6	50000.0	1.0	0.3
20261045	7375000.0	0.18	6	100000.0	1.0	0.3
20261047	7425000.0	0.12	5	10000.0	0.0	0.0
20261047	7425000.0	0.12	5	20000.0	0.0	0.04
20261047	7425000.0	0.12	5	30000.0	0.4	0.1
20261047	7425000.0	0.12	5	50000.0	1.0	0.34
20261047	7425000.0	0.12	5	100000.0	1.0	0.36
20261049	525000.0	0.37	19	10000.0	0.0	0.0
20261049	525000.0	0.37	19	20000.0	0.05263157894736842	0.03
20261049	525000.0	0.37	19	30000.0	0.15789473684210525	0.09
20261049	525000.0	0.37	19	50000.0	1.0	0.33
20261049	525000.0	0.37	19	100000.0	1.0	0.34
20261049	575000.0	0.345	14	10000.0	0.0	0.0
20261049	575000.0	0.345	14	20000.0	0.14285714285714285	0.03
20261049	575000.0	0.345	14	30000.0	0.5714285714285714	0.12
20261049	575000.0	0.345	14	50000.0	1.0	0.34
20261049	575000.0	0.345	14	100000.0	1.0	0.56
20261049	2825000.0	0.225	6	10000.0	0.0	0.0
20261049	2825000.0	0.225	6	20000.0	0.0	0.0
20261049	2825000.0	0.225	6	30000.0	0.3333333333333333	0.04
20261049	2825000.0	0.225	6	50000.0	0.6666666666666666	0.18
20261049	2825000.0	0.225	6	100000.0	0.6666666666666666	0.2
20261049	2875000.0	0.27	6	10000.0	0.0	0.0
20261049	2875000.0	0.27	6	20000.0	0.3333333333333333	0.02
20261049	2875000.0	0.27	6	30000.0	0.8333333333333334	0.07
20261049	2875000.0	0.27	6	50000.0	0.8333333333333334	0.17
20261049	2875000.0	0.27	6	100000.0	0.8333333333333334	0.19
20261049	2925000.0	0.28	5	10000.0	0.0	0.0
20261049	2925000.0	0.28	5	20000.0	0.4	0.02
20261049	2925000.0	0.28	5	30000.0	0.6	0.04
20261049	2925000.0	0.28	5	50000.0	0.6	0.09
20261049	2925000.0	0.28	5	100000.0	1.0	0.11
20261049	3275000.0	0.175	5	10000.0	0.0	0.01
20261049	3275000.0	0.175	5	20000.0	0.2	0.03
20261049	3275000.0	0.175	5	30000.0	0.6	0.09
20261049	3275000.0	0.175	5	50000.0	1.0	0.22
20261049	3275000.0	0.175	5	100000.0	1.0	0.26
20261051	4975000.0	0.235	6	10000.0	0.0	0.0
20261051	4975000.0	0.235	6	20000.0	0.16666666666666666	0.03
20261051	4975000.0	0.235	6	30000.0	0.16666666666666666	0.06
20261051	4975000.0	0.235	6	50000.0	1.0	0.16
20261051	4975000.0	0.235	6	100000.0	1.0	0.33
20261051	5075000.0	0.245	5	10000.0	0.0	0.0
20261051	5075000.0	0.245	5	20000.0	0.4	0.03
20261051	5075000.0	0.245	5	30000.0	0.6	0.05
20261051	5075000.0	0.245	5	50000.0	1.0	0.14
20261051	5075000.0	0.245	5	100000.0	1.0	0.2
20261051	5125000.0	0.24	6	10000.0	0.0	0.0
20261051	5125000.0	0.24	6	20000.0	0.3333333333333333	0.02
20261051	5125000.0	0.24	6	30000.0	0.3333333333333333	0.02
20261051	5125000.0	0.24	6	50000.0	1.0	0.16
20261051	5125000.0	0.24	6	100000.0	1.0	0.16
20261051	5175000.0	0.32	12	10000.0	0.08333333333333333	0.01
20261051	5175000.0	0.32	12	20000.0	0.25	0.03
20261051	5175000.0	0.32	12	30000.0	0.25	0.04
20261051	5175000.0	0.32	12	50000.0	1.0	0.27
20261051	5175000.0	0.32	12	100000.0	1.0	0.3
20261051	5225000.0	0.275	7	10000.0	0.14285714285714285	0.01
20261051	5225000.0	0.275	7	20000.0	0.2857142857142857	0.02
20261051	5225000.0	0.275	7	30000.0	0.42857142857142855	0.03
20261051	5225000.0	0.275	7	50000.0	1.0	0.17
20261051	5225000.0	0.275	7	100000.0	1.0	0.22
20261051	6325000.0	0.25	8	10000.0	0.0	0.01
20261051	6325000.0	0.25	8	20000.0	0.25	0.06
20261051	6325000.0	0.25	8	30000.0	0.375	0.1
20261051	6325000.0	0.25	8	50000.0	1.0	0.24
20261051	6325000.0	0.25	8	100000.0	1.0	0.28
20261052	5975000.0	0.235	7	10000.0	0.0	0.0
20261052	5975000.0	0.235	7	20000.0	0.0	0.02
20261052	5975000.0	0.235	7	30000.0	0.14285714285714285	0.05
20261052	5975000.0	0.235	7	50000.0	1.0	0.32
20261052	5975000.0	0.235	7	100000.0	1.0	0.32
20261052	6325000.0	0.665	42	10000.0	0.0	0.0
20261052	6325000.0	0.665	42	20000.0	0.023809523809523808	0.02
20261052	6325000.0	0.665	42	30000.0	0.11904761904761904	0.06
20261052	6325000.0	0.665	42	50000.0	0.7619047619047619	0.35
20261052	6325000.0	0.665	42	100000.0	1.0	0.47
20261052	6375000.0	0.565	29	10000.0	0.0	0.0
20261052	6375000.0	0.565	29	20000.0	0.034482758620689655	0.03
20261052	6375000.0	0.565	29	30000.0	0.10344827586206896	0.05
20261052	6375000.0	0.565	29	50000.0	0.7586206896551724	0.26
20261052	6375000.0	0.565	29	100000.0	1.0	0.34
20261054	3175000.0	0.255	5	10000.0	0.0	0.01
20261054	3175000.0	0.255	5	20000.0	0.0	0.03
20261054	3175000.0	0.255	5	30000.0	0.0	0.09
20261054	3175000.0	0.255	5	50000.0	1.0	0.4
20261054	3175000.0	0.255	5	100000.0	1.0	0.4
20261054	3225000.0	0.24	5	10000.0	0.0	0.01
20261054	3225000.0	0.24	5	20000.0	0.0	0.03
20261054	3225000.0	0.24	5	30000.0	0.4	0.08
20261054	3225000.0	0.24	5	50000.0	1.0	0.35
20261054	3225000.0	0.24	5	100000.0	1.0	0.35
20261054	3325000.0	0.38	16	10000.0	0.0	0.0
20261054	3325000.0	0.38	16	20000.0	0.0625	0.03
20261054	3325000.0	0.38	16	30000.0	0.1875	0.08
20261054	3325000.0	0.38	16	50000.0	1.0	0.28
20261054	3325000.0	0.38	16	100000.0	1.0	0.28
20261054	3375000.0	0.45	21	10000.0	0.0	0.0
