position_0based	position_1based	n_pairs	mean_p_tmrca_lt_threshold	mean_tmrca_generations
0	1	2000	0.0057352843134222	22079.035163738467
1000	1001	2000	0.0051375110761718	23236.937555825454
2000	2001	2000	0.0059881485168183	23981.850273154745
3000	3001	2000	0.006965792390073	24668.22466748983
4000	4001	2000	0.0080776818589771	24892.689375011774
5000	5001	2000	0.0092028566434215	25645.085666509272
6000	6001	2000	0.0102684200763165	24629.4993412155
7000	7001	2000	0.0111022596103496	24830.045391285348
8000	8001	2000	0.0117345290630528	24756.35545485221
9000	9001	2000	0.0122491646258343	24290.591213331907
10000	10001	2000	0.0125555428022742	23843.4204693371
11000	11001	2000	0.0128276647303276	23589.95271662129
12000	12001	2000	0.0131331263802922	22939.94749786674
13000	13001	2000	0.013398780369105	22293.94456756804
14000	14001	2000	0.0136146174758308	22323.71463503078
15000	15001	2000	0.013819318916552	22223.86340528744
16000	16001	2000	0.0140233780552437	22163.46824396176
17000	17001	2000	0.0142512111587415	22138.70996547502
18000	18001	2000	0.0144634307357604	21677.93945502226
19000	19001	2000	0.0146664705983531	20602.53346789045
20000	20001	2000	0.0148882928806955	19315.14263651092
21000	21001	2000	0.0151576132162716	17227.67100414464
22000	22001	2000	0.0154202383921458	15858.410802157436
23000	23001	2000	0.0157343142878318	14741.22484679723
24000	24001	2000	0.0158479507545368	14239.96620660243
25000	25001	2000	0.0158647929277312	14152.063728045823
26000	26001	2000	0.0157537044357449	13366.554183696282
27000	27001	2000	0.0155732066507432	12266.746264671674
28000	28001	2000	0.0153540648541833	11894.511942906847
29000	29001	2000	0.0151462746464569	11192.807534313122
30000	30001	2000	0.0149476223929517	10647.150188188303
31000	31001	2000	0.0147494629652546	10632.573801790417
32000	32001	2000	0.0145452469232651	11117.465641677076
33000	33001	2000	0.0143696621245274	10705.340977562626
34000	34001	2000	0.0142029880996489	10427.315964075477
35000	35001	2000	0.0140524032282556	10310.730422107024
36000	36001	2000	0.0139396515947008	10526.95008488131
37000	37001	2000	0.0139186614201808	11020.816741651011
38000	38001	2000	0.0141146566003175	11671.700000738005
39000	39001	2000	0.014390011162014	12191.375353826184
40000	40001	2000	0.0147261994970866	12722.866354162948
41000	41001	2000	0.0150862713651058	13093.978375333052
42000	42001	2000	0.0155135321800564	13497.310076996298
43000	43001	2000	0.0160614433448327	13807.111919664292
44000	44001	2000	0.0166480421368389	14065.81983917968
45000	45001	2000	0.0173803575758267	14169.129864173066
46000	46001	2000	0.0181051938139183	13875.28786958749
47000	47001	2000	0.0187721859778861	14513.088592003183
48000	48001	2000	0.0193269808467257	14636.709280216908
49000	49001	2000	0.0198248459388984	14544.687527527904
50000	50001	2000	0.0200517545253437	14562.669299798852
51000	51001	2000	0.0200829312762965	14242.415589786398
52000	52001	2000	0.0200098379747241	14498.550164943726
53000	53001	2000	0.0198696742208739	15286.901099286377
54000	54001	2000	0.0198147522773848	15901.625594113177
55000	55001	2000	0.019843789644142	16488.715260982466
56000	56001	2000	0.0201001391798849	17152.409215079715
57000	57001	2000	0.0204521881460662	17676.658563865447
58000	58001	2000	0.0209542595621571	19300.11415464664
59000	59001	2000	0.021397281592478	19444.37385283846
60000	60001	2000	0.0218320230631077	20033.30546662085
61000	61001	2000	0.0222032458811104	19839.436165836785
62000	62001	2000	0.0224696878395561	19698.943385463856
63000	63001	2000	0.0225878630570338	19768.38129910564
64000	64001	2000	0.0225170025674838	20708.852145947447
65000	65001	2000	0.0222678928371101	21614.404259613595
66000	66001	2000	0.0218940763559426	22039.24244870013
67000	67001	2000	0.0215210145980172	22337.661243591097
68000	68001	2000	0.0211741695222451	22624.959613180494
69000	69001	2000	0.0207860842309543	22771.87193560186
70000	70001	2000	0.0203389488485572	22894.894456387123
71000	71001	2000	0.0198328433488806	23853.521626947728
72000	72001	2000	0.0193005111926097	24678.71146446865
73000	73001	2000	0.0187379132501498	25048.07746588033
74000	74001	2000	0.0182242878760109	25227.52023524698
75000	75001	2000	0.0177567347486256	24783.44322897881
76000	76001	2000	0.0173655208588692	24948.406282654247
77000	77001	2000	0.0170591531749088	25883.449893171903
78000	78001	2000	0.0168151162628284	26665.73840133425
79000	79001	2000	0.0166698669454474	26707.861985324955
80000	80001	2000	0.0166264532525618	27022.22494825001
81000	81001	2000	0.016573979242866	27821.421055237977
82000	82001	2000	0.0165530084499275	26249.112810324503
83000	83001	2000	0.0165103229131359	25072.8675964188
84000	84001	2000	0.016501441574102	24622.33823324866
85000	85001	2000	0.0165080154009229	23828.919487435687
86000	86001	2000	0.0165140719635313	23784.803348287965
87000	87001	2000	0.0165319983958024	22945.16567063695
88000	88001	2000	0.0166159710538016	22117.759414660584
89000	89001	2000	0.0169013663784011	21261.85985078464
90000	90001	2000	0.0172046657133933	20661.09679513892
91000	91001	2000	0.0175288096447156	20232.2760946228
92000	92001	2000	0.0178434552016411	19711.72944954743
93000	93001	2000	0.0181051284284482	18211.010692120515
94000	94001	2000	0.0183029501745852	18068.606944421936
95000	95001	2000	0.0184085176383004	17547.135413042393
96000	96001	2000	0.0183953254327482	16522.196554179685
97000	97001	2000	0.0182795710362117	15420.357311121936
98000	98001	2000	0.0180765370485305	14472.035799942789
99000	99001	2000	0.0178463498703286	14200.886457601971
100000	100001	2000	0.0176638218825136	14476.231312812804
101000	101001	2000	0.0175316425527942	15289.724019541904
102000	102001	2000	0.0174873032174659	15307.887137821388
103000	103001	2000	0.0174823490185679	15052.717745423017
104000	104001	2000	0.017511877954209	14543.767182280952
105000	105001	2000	0.0175807538034293	14738.46071437256
106000	106001	2000	0.0176894716812871	14813.853382015188
