analytic_selection_duration_generations	analytic_selection_end_generations_ago	calibration_id	candidate_pool_af	candidate_pool_alt_count	candidate_pool_diploids	candidate_pool_frequency_gate_passed	draw_index	duration_multiplier	elapsed_seconds	error	evaluable	exact_panel_feasible	population_af_lower	population_af_upper	realized_selection_end_generations_ago	requested_selection_end_generations_ago	seed	selection_coefficient	selection_intervals_json	slim_scaling_factor	status	target_allele_frequency	terminal_class
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw000	0.0	0	500	False	0	0.15	139.03152359999999		True	False	0.075	0.125	2150.0	2149.195199524234	816106596	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw001	0.0	0	500	False	1	0.15	138.732780908		True	False	0.075	0.125	2150.0	2149.195199524234	378662388	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw002	0.0	0	500	False	2	0.15	139.477157558		True	False	0.075	0.125	2150.0	2149.195199524234	1434585828	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw003	0.0	0	500	False	3	0.15	134.646905563		True	False	0.075	0.125	2150.0	2149.195199524234	306296903	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw004	0.0	0	500	False	4	0.15	138.35161383000002		True	False	0.075	0.125	2150.0	2149.195199524234	423446635	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw005	0.001	1	500	False	5	0.15	148.86611277600002		True	False	0.075	0.125	2150.0	2149.195199524234	931489519	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	segregating
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw006	0.0	0	500	False	6	0.15	141.75357364500002		True	False	0.075	0.125	2150.0	2149.195199524234	1419252583	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw007	0.0	0	500	False	7	0.15	140.38578349399998		True	False	0.075	0.125	2150.0	2149.195199524234	889745717	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw008	0.0	0	500	False	8	0.15	140.317805861		True	False	0.075	0.125	2150.0	2149.195199524234	1502077291	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw009	0.0	0	500	False	9	0.15	149.546681412		True	False	0.075	0.125	2150.0	2149.195199524234	115549739	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw010	0.0	0	500	False	10	0.15	138.673227877		True	False	0.075	0.125	2150.0	2149.195199524234	577009357	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw011	0.0	0	500	False	11	0.15	135.73922204899998		True	False	0.075	0.125	2150.0	2149.195199524234	867318892	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw012	0.0	0	500	False	12	0.15	135.41245788100002		True	False	0.075	0.125	2150.0	2149.195199524234	668807470	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw013	0.0	0	500	False	13	0.15	137.536120082		True	False	0.075	0.125	2150.0	2149.195199524234	1400013377	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw014	0.0	0	500	False	14	0.15	139.709051257		True	False	0.075	0.125	2150.0	2149.195199524234	374006242	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw015	0.0	0	500	False	15	0.15	136.41764753299998		True	False	0.075	0.125	2150.0	2149.195199524234	153855036	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw016	0.0	0	500	False	16	0.15	141.431972135		True	False	0.075	0.125	2150.0	2149.195199524234	2037449530	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw017	0.0	0	500	False	17	0.15	139.13837845		True	False	0.075	0.125	2150.0	2149.195199524234	508436891	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw018	0.0	0	500	False	18	0.15	138.123487122		True	False	0.075	0.125	2150.0	2149.195199524234	33104408	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.150000__q5__draw019	0.0	0	500	False	19	0.15	141.90241621199996		True	False	0.075	0.125	2150.0	2149.195199524234	2117065679	0.01	"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.250000__q5__draw000	0.0	0	500	False	0	0.25	135.854624918		True	False	0.075	0.125	2065.0	2067.3253325403894	34337093	0.01	"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
818.6986698384419	1453.301330161558	han_calibration__s0.010000__af0.100000__m0.250000__q5__draw001	0.0	0	500	False	1	0.25	150.253563605		True	False	0.075	0.125	2065.0	2067.3253325403894	607156648	0.01	"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	5.0	complete	0.1	loss
