# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	42
0	1
18	19
22	23
24	25
28	29
38	39
40	41
48	49
52	53
56	57
66	67
72	73
74	75
76	77
78	79
80	81
82	83
84	85
88	89
90	91
94	95
96	97
110	111
114	115
116	117
118	119
122	123
128	129
130	131
132	133
138	139
144	145
148	149
150	151
160	161
164	165
166	167
172	173
176	177
182	183
186	187
192	193
